date,close,adjclose
2024-09-04,460.61,456.3305
2024-09-05,461.04,456.7565
2024-09-06,448.69,444.5213
2024-09-09,454.46,450.2376
2024-09-10,458.66,454.3986
2024-09-11,468.62,464.2661
2024-09-12,473.22,468.8234
2024-09-13,475.34,470.9236
2024-09-16,473.24,468.8431
2024-09-17,473.49,469.0908
2024-09-18,471.44,467.0599
2024-09-19,483.36,478.8691
2024-09-20,482.44,477.9576
2024-09-23,483.04,479.2246
2024-09-24,485.37,481.5362
2024-09-25,485.82,481.9826
2024-09-26,489.47,485.6038
2024-09-27,486.75,482.9052
2024-09-30,488.07,484.2148
2024-10-01,481.27,477.4685
2024-10-02,481.95,478.1432
2024-10-03,481.59,477.7861
2024-10-04,487.32,483.4708
2024-10-07,482.10,478.292
2024-10-08,489.30,485.4351
2024-10-09,493.15,489.2547
2024-10-10,492.59,488.6991
2024-10-11,493.36,489.463
2024-10-14,497.50,493.5703
2024-10-15,490.85,486.9729
2024-10-16,490.91,487.0324
2024-10-17,491.25,487.3697
2024-10-18,494.47,490.5643
2024-10-21,495.42,491.5068
2024-10-22,495.96,492.0425
2024-10-23,488.36,484.5026
2024-10-24,492.32,488.4312
2024-10-25,495.32,491.4076
2024-10-28,495.40,491.4869
2024-10-29,500.16,496.2094
2024-10-30,496.38,492.4593
2024-10-31,483.85,480.0282
2024-11-01,487.43,483.58
2024-11-04,486.01,482.1711
2024-11-05,492.21,488.3221
2024-11-06,505.58,501.5865
2024-11-07,513.54,509.4836
2024-11-08,514.14,510.079
2024-11-11,513.84,509.7814
2024-11-12,512.91,508.8586
2024-11-13,512.25,508.2039
2024-11-14,508.69,504.672
2024-11-15,496.57,492.6477
2024-11-18,500.02,496.0704
2024-11-19,503.46,499.4832
2024-11-20,503.17,499.1956
2024-11-21,504.98,500.9913
2024-11-22,505.79,501.7949
2024-11-25,506.59,502.5886
2024-11-26,509.31,505.2871
2024-11-27,505.30,501.3087
2024-11-29,509.74,505.7137
2024-12-02,515.29,511.2198
2024-12-03,516.87,512.7874
2024-12-04,523.26,519.1268
2024-12-05,521.81,517.6884
2024-12-06,526.48,522.3215
2024-12-09,522.38,518.2539
2024-12-10,520.60,516.4879
2024-12-11,529.92,525.7343
2024-12-12,526.50,522.3413
2024-12-13,530.53,526.3395
2024-12-16,538.17,533.9192
2024-12-17,535.80,531.5677
2024-12-18,516.47,512.3906
2024-12-19,514.17,510.1087
2024-12-20,518.66,514.5632
2024-12-23,522.87,519.5765
2024-12-24,529.96,526.6218
2024-12-26,529.60,526.264
2024-12-27,522.56,519.2684
2024-12-30,515.61,512.3622
2024-12-31,511.23,508.0098
2025-01-02,510.23,507.0161
2025-01-03,518.58,515.3135
2025-01-06,524.54,521.2359
2025-01-07,515.18,511.9348
2025-01-08,515.27,512.0244
2025-01-10,507.19,503.9952
2025-01-13,505.56,502.3755
2025-01-14,505.08,501.8985
2025-01-15,516.70,513.4453
2025-01-16,513.08,509.8481
2025-01-17,521.74,518.4536
2025-01-21,524.80,521.4942
2025-01-22,531.51,528.1619
2025-01-23,532.64,529.2849
2025-01-24,529.63,526.2939
2025-01-27,514.21,510.971
2025-01-28,521.81,518.5231
2025-01-29,520.83,517.5493
2025-01-30,523.05,519.7553
2025-01-31,522.29,519.0001
2025-02-03,518.11,514.8464
2025-02-04,524.47,521.1663
2025-02-05,526.85,523.5314
2025-02-06,529.60,526.264
2025-02-07,522.92,519.6262
2025-02-10,529.25,525.9163
2025-02-11,527.99,524.6642
2025-02-12,528.30,524.9722
2025-02-13,535.90,532.5244
2025-02-14,538.15,534.7602
2025-02-18,539.37,535.9725
2025-02-19,539.52,536.1216
2025-02-20,537.23,533.8459
2025-02-21,526.08,522.7662
2025-02-24,519.87,516.5954
2025-02-25,513.32,510.0866
2025-02-26,514.56,511.3187
2025-02-27,500.27,497.1188
2025-02-28,508.17,504.969
2025-03-03,497.05,493.9191
2025-03-04,495.55,492.4285
2025-03-05,502.01,498.8478
2025-03-06,488.20,485.1248
2025-03-07,491.79,488.6922
2025-03-10,472.73,469.7523
2025-03-11,471.60,468.6294
2025-03-12,476.92,473.9159
2025-03-13,468.34,465.39
2025-03-14,479.66,476.6386
2025-03-17,482.77,479.729
2025-03-18,474.54,471.5509
2025-03-19,480.89,477.8609
2025-03-20,479.26,476.2412
2025-03-21,480.84,477.8112
2025-03-24,490.66,488.2964
2025-03-25,493.46,491.0829
2025-03-26,484.38,482.0467
2025-03-27,481.62,479.3
2025-03-28,468.94,466.6811
2025-03-31,468.92,466.6612
2025-04-01,472.70,470.423
2025-04-02,476.15,473.8563
2025-04-03,450.66,448.4891
2025-04-04,422.67,420.634
2025-04-07,423.69,421.649
2025-04-08,416.06,414.0558
2025-04-09,466.00,463.7552
2025-04-10,446.18,444.0307
2025-04-11,454.40,452.2111
2025-04-14,457.48,455.2763
2025-04-15,457.99,455.7838
2025-04-16,444.18,442.0403
2025-04-17,444.10,441.9607
2025-04-21,433.11,431.0236
2025-04-22,444.48,442.3389
2025-04-23,454.56,452.3704
2025-04-24,467.35,465.0987
2025-04-25,472.56,470.2836
2025-04-28,472.41,470.1344
2025-04-29,475.53,473.2393
2025-04-30,475.47,473.1796
2025-05-01,481.68,479.3597
2025-05-02,488.83,486.4752
2025-05-05,485.93,483.5892
2025-05-06,481.41,479.091
2025-05-07,483.30,480.9719
2025-05-08,488.29,485.9378
2025-05-09,487.97,485.6194
2025-05-12,507.85,505.4036
2025-05-13,515.59,513.1064
2025-05-14,518.68,516.1815
2025-05-15,519.25,516.7487
2025-05-16,521.51,518.9979
2025-05-19,522.01,519.4954
2025-05-20,520.27,517.7638
2025-05-21,513.04,510.5687
2025-05-22,514.00,511.524
2025-05-23,509.24,506.7869
2025-05-27,521.22,518.7092
2025-05-28,518.91,516.4103
2025-05-29,519.93,517.4255
2025-05-30,519.11,516.6094
2025-06-02,523.21,520.6897
2025-06-03,527.30,524.7599
2025-06-04,528.77,526.2229
2025-06-05,524.79,522.262
2025-06-06,529.92,527.3672
2025-06-09,530.70,528.1436
2025-06-10,534.21,531.6367
2025-06-11,532.41,529.8453
2025-06-12,533.66,531.0893
2025-06-13,526.96,524.4216
2025-06-16,534.29,531.7162
2025-06-17,529.08,526.5314
2025-06-18,528.99,526.4417
2025-06-20,526.83,524.2922
2025-06-23,531.65,529.6832
2025-06-24,539.78,537.7831
2025-06-25,541.16,539.158
2025-06-26,546.22,544.1992
2025-06-27,548.09,546.0624
2025-06-30,551.64,549.5992
2025-07-01,546.99,544.9664
2025-07-02,550.80,548.7623
2025-07-03,556.22,554.1623
2025-07-07,552.03,549.9878
2025-07-08,552.34,550.2967
2025-07-09,556.25,554.1921
2025-07-10,555.45,553.3951
2025-07-11,554.20,552.1498
2025-07-14,556.21,554.1523
2025-07-15,556.72,554.6604
2025-07-16,557.29,555.2284
2025-07-17,561.80,559.7216
2025-07-18,561.26,559.1837
2025-07-21,564.17,562.0829
2025-07-22,561.25,559.1737
2025-07-23,563.81,561.7242
2025-07-24,565.01,562.9197
2025-07-25,566.37,564.2748
2025-07-28,568.14,566.0382
2025-07-29,567.26,565.1615
2025-07-30,568.02,565.9186
2025-07-31,565.01,562.9197
2025-08-01,553.88,551.8309
2025-08-04,564.10,562.0131
2025-08-05,560.27,558.1973
2025-08-06,567.32,565.2213
2025-08-07,569.24,567.1341
2025-08-08,574.55,572.4245
2025-08-11,572.85,570.7307
2025-08-12,580.05,577.9041
2025-08-13,580.34,578.1931
2025-08-14,579.89,577.7447
2025-08-15,577.34,575.2042
2025-08-18,577.11,574.975
2025-08-19,569.28,567.174
2025-08-20,565.90,563.8065
2025-08-21,563.28,561.1962
2025-08-22,571.97,569.854
2025-08-25,570.32,568.2102
2025-08-26,572.61,570.4916
2025-08-27,573.49,571.3684
2025-08-28,577.08,574.9451
2025-08-29,570.40,568.2899
2025-09-02,565.62,563.5275
2025-09-03,570.07,567.9611
2025-09-04,575.23,573.1019
2025-09-05,576.06,573.9289
2025-09-08,578.87,576.7285
2025-09-09,580.51,578.3624
2025-09-10,580.70,578.5518
2025-09-11,584.08,581.9193
2025-09-12,586.66,584.4897
2025-09-15,591.68,589.4911
2025-09-16,591.18,588.9929
2025-09-17,590.00,587.8174
2025-09-18,595.32,593.1177
2025-09-19,599.35,597.1328
2025-09-22,602.20,600.6677
2025-09-23,598.20,596.6779
2025-09-24,596.10,594.5833
2025-09-25,593.53,592.0198
2025-09-26,595.97,594.4536
2025-09-29,598.73,597.2065
2025-09-30,600.37,598.8424
2025-10-01,603.25,601.715
2025-10-02,605.73,604.1887
2025-10-03,603.18,601.6453
2025-10-06,607.71,606.1637
2025-10-07,604.51,602.9719
2025-10-08,611.44,609.8842
2025-10-09,610.70,609.1461
2025-10-10,589.50,588.0001
2025-10-13,602.01,600.4782
2025-10-14,598.00,596.4785
2025-10-15,602.22,600.6877
2025-10-16,599.99,598.4634
2025-10-17,603.93,602.3933
2025-10-20,611.54,609.9839
2025-10-21,611.38,609.8244
2025-10-22,605.49,603.9493
2025-10-23,610.58,609.0264
2025-10-24,617.10,615.5298
2025-10-27,628.09,626.4919
2025-10-28,632.92,631.3096
2025-10-29,635.77,634.1523
2025-10-30,626.05,624.457
2025-10-31,629.07,627.4694
2025-11-03,632.08,630.4717
2025-11-04,619.25,617.6743
2025-11-05,623.28,621.6942
2025-11-06,611.67,610.1136
2025-11-07,609.74,608.1885
2025-11-10,623.23,621.6442
2025-11-11,621.57,619.9885
2025-11-12,621.08,619.4997
2025-11-13,608.40,606.852
2025-11-14,608.86,607.3108
2025-11-17,603.66,602.124
2025-11-18,596.31,594.7927
2025-11-19,599.87,598.3436
2025-11-20,585.67,584.1797
2025-11-21,590.07,588.5686
2025-11-24,605.16,603.6202
2025-11-25,608.89,607.3408
2025-11-26,614.27,612.707
2025-11-28,619.25,617.6743
2025-12-01,617.17,615.5996
2025-12-02,622.00,620.4173
2025-12-03,623.52,621.9335
