date,close,adjclose
2025-09-26,31.99,31.99
2025-09-29,32.40,32.4
2025-09-30,32.30,32.3
2025-10-01,32.10,32.1
2025-10-02,32.47,32.47
2025-10-03,32.24,32.24
2025-10-06,32.16,32.16
2025-10-07,32.79,32.79
2025-10-08,32.29,32.29
2025-10-09,32.37,32.37
2025-10-10,36.38,36.38
2025-10-13,33.72,33.72
2025-10-14,35.14,35.14
2025-10-15,35.52,35.52
2025-10-16,38.95,38.95
2025-10-17,35.73,35.73
2025-10-20,33.01,33.01
2025-10-21,32.84,32.84
2025-10-22,33.23,33.23
2025-10-23,32.60,32.6
2025-10-24,32.22,32.22
2025-10-27,31.16,31.16
2025-10-28,32.04,32.04
2025-10-29,32.65,32.65
2025-10-30,32.91,32.91
2025-10-31,33.03,33.03
2025-11-03,32.67,32.67
2025-11-04,33.90,33.9
2025-11-05,32.60,32.6
2025-11-06,34.01,34.01
2025-11-07,33.69,33.69
2025-11-10,31.93,31.93
2025-11-11,31.84,31.84
2025-11-12,32.03,32.03
2025-11-13,34.16,34.16
2025-11-14,33.59,33.59
2025-11-17,35.30,35.3
2025-11-18,36.75,36.75
2025-11-19,35.82,35.82
2025-11-20,38.20,38.2
2025-11-21,36.25,36.25
2025-11-24,33.66,33.66
2025-11-25,32.76,32.76
2025-11-26,31.84,31.84
2025-11-28,31.13,31.13
2025-12-01,31.15,31.15
2025-12-02,30.60,30.6
2025-12-03,30.43,30.43
2025-12-04,30.16,30.16
2025-12-05,29.79,29.79
2025-12-08,30.10,30.1
2025-12-09,30.28,30.28
2025-12-10,29.06,29.06
2025-12-11,28.65,28.65
2025-12-12,28.72,28.72
2025-12-15,28.69,28.69
2025-12-16,28.57,28.57
2025-12-17,29.06,29.06
2025-12-18,28.11,28.11
2025-12-19,27.05,27.05
2025-12-22,26.12,26.12
2025-12-23,26.22,26.22
2025-12-24,26.19,26.19
2025-12-26,26.14,26.14
2025-12-29,25.86,25.86
2025-12-30,25.47,25.47
2025-12-31,25.64,25.64
2026-01-02,25.21,25.21
2026-01-05,25.57,25.57
2026-01-06,25.26,25.26
2026-01-07,25.68,25.68
2026-01-08,25.34,25.34
2026-01-09,24.98,24.98
2026-01-12,25.03,25.03
2026-01-13,25.63,25.63
2026-01-14,26.26,26.26
2026-01-15,25.48,25.48
2026-01-16,25.60,25.6
2026-01-20,28.46,28.46
2026-01-21,25.84,25.84
2026-01-22,25.22,25.22
2026-01-23,25.68,25.68
2026-01-26,25.63,25.63
2026-01-27,26.09,26.09
2026-01-28,26.09,26.09
2026-01-29,26.27,26.27
2026-01-30,26.71,26.71
2026-02-02,25.28,25.28
2026-02-03,26.37,26.37
2026-02-04,26.75,26.75
2026-02-05,28.42,28.42
2026-02-06,26.71,26.71
2026-02-09,25.81,25.81
2026-02-10,26.34,26.34
2026-02-11,26.24,26.24
2026-02-12,27.90,27.9
2026-02-13,28.31,28.31
2026-02-17,27.30,27.3
2026-02-18,27.37,27.37
2026-02-19,28.05,28.05
2026-02-20,27.40,27.4
2026-02-23,28.47,28.47
2026-02-24,27.58,27.58
2026-02-25,26.54,26.54
2026-02-26,26.81,26.81
2026-02-27,27.86,27.86
2026-03-02,28.22,28.22
2026-03-03,29.53,29.53
2026-03-04,28.53,28.53
2026-03-05,30.35,30.35
2026-03-06,34.45,34.45
2026-03-09,31.17,31.17
2026-03-10,32.68,32.68
2026-03-11,31.19,31.19
2026-03-12,33.32,33.32
2026-03-13,33.88,33.88
2026-03-16,31.33,31.33
2026-03-17,30.88,30.88
2026-03-18,33.59,33.59
2026-03-19,32.65,32.65
2026-03-20,34.97,34.97
2026-03-23,33.14,33.14
2026-03-24,33.84,33.84
2026-03-25,33.21,33.21
2026-03-26,35.49,35.49
2026-03-27,38.23,38.23
2026-03-30,37.88,37.88
2026-03-31,34.35,34.35
2026-04-01,33.57,33.57
2026-04-02,33.53,33.53
2026-04-06,32.71,32.71
2026-04-07,33.86,33.86
2026-04-08,30.51,30.51
2026-04-09,29.40,29.4
2026-04-10,29.75,29.75
2026-04-13,28.62,28.62
2026-04-14,28.11,28.11
2026-04-15,28.33,28.33
2026-04-16,28.29,28.29
2026-04-17,27.93,27.93
2026-04-20,28.39,28.39
2026-04-21,28.91,28.91
2026-04-22,28.54,28.54
2026-04-23,28.51,28.51
2026-04-24,28.77,28.77
2026-04-27,27.81,27.81
2026-04-28,27.39,27.39
2026-04-29,28.01,28.01
2026-04-30,27.22,27.22
2026-05-01,27.43,27.43
2026-05-04,27.72,27.72
2026-05-05,27.70,27.7
2026-05-06,27.09,27.09
2026-05-07,26.85,26.85
2026-05-08,27.05,27.05
2026-05-11,27.41,27.41
2026-05-12,26.77,26.77
2026-05-13,27.33,27.33
2026-05-14,26.68,26.68
2026-05-15,26.93,26.93
2026-05-18,26.30,26.3
2026-05-19,26.62,26.62
2026-05-20,26.02,26.02
2026-05-21,25.29,25.29
2026-05-22,25.43,25.43
2026-05-26,24.64,24.64
2026-05-27,24.13,24.13
2026-05-28,23.70,23.7
2026-05-29,23.29,23.29
2026-06-01,23.85,23.85
2026-06-02,23.46,23.46
2026-06-03,23.52,23.52
2026-06-04,22.67,22.67
2026-06-05,24.31,24.31
2026-06-08,23.91,23.91
2026-06-09,24.27,24.27
2026-06-10,25.68,25.68
2026-06-11,24.41,24.41
